code,definition,display,
72.53,Total breech extraction with forceps to aftercoming head,Tot brch extrac w forcep,
72.54,Other total breech extraction,Tot breech extrac NEC,
72.6,Forceps application to aftercoming head,Forceps-aftercoming head,
72.71,Vacuum extraction with episiotomy,Vacuum ext del w episiot,
72.79,Other vacuum extraction,Vacuum extract del NEC,
72.8,Other specified instrumental delivery,Instrument delivery NEC,
72.9,Unspecified instrumental delivery,Instrument delivery NOS,
73.01,Induction of labor by artificial rupture of membranes,Induct labor-rupt memb,
73.09,Other artificial rupture of membranes,Artif rupt membranes NEC,
73.1,Other surgical induction of labor,Surg induct labor NEC,
73.21,Internal and combined version without extraction,Int/comb version no extr,
73.22,Internal and combined version with extraction,Int/comb version w extr,
73.3,Failed forceps,Failed forceps,
73.4,Medical induction of labor,Medical induction labor,
73.51,Manual rotation of fetal head,Manual rotat fetal head,
73.59,Other manually assisted delivery,Manual assist deliv NEC,
73.6,Episiotomy,Episiotomy,
73.8,Operations on fetus to facilitate delivery,Fetal ops-facilitate del,
73.91,External version assisting delivery,Ext version-assist deliv,
73.92,Replacement of prolapsed umbilical cord,Replace prolapsed cord,
73.93,Incision of cervix to assist delivery,Incis cx to assist deliv,
73.94,Pubiotomy to assist delivery,Pubiotomy to assist del,
73.99,Other operations assisting delivery,Ops assisting deliv NEC,
74.0,Classical cesarean section,Classical c-section,
74.1,Low cervical cesarean section,Low cervical c-section,
74.2,Extraperitoneal cesarean section,Extraperitoneal c-sect,
74.3,Removal of extratubal ectopic pregnancy,Rem extratub ectop preg,
74.4,Cesarean section of other specified type,Cesarean section NEC,
74.91,Hysterotomy to terminate pregnancy,Hysterotomy to termin pg,
74.99,Other cesarean section of unspecified type,Cesarean section NOS,
75.0,Intra-amniotic injection for abortion,Intra-amnion inj for ab,
75.1,Diagnostic amniocentesis,Diagnostic amniocentesis,
75.2,Intrauterine transfusion,Intrauterine transfusion,
75.31,Amnioscopy,Amnioscopy,
75.32,Fetal EKG (scalp),Fetal ekg,
75.33,Fetal blood sampling and biopsy,Fetal blood sample/bx,
75.34,Other fetal monitoring,Other fetal monitoring,
75.35,Other diagnostic procedures on fetus and amnion,Dx proc fetus/amnion NEC,
75.36,Correction of fetal defect,Correction fetal defect,
75.37,Amnioinfusion,Amnioinfusion,
75.38,Fetal pulse oximetry,Fetal pulse oximetry,
75.4,Manual removal of retained placenta,Manual removal-placenta,
75.50,"Repair of current obstetric laceration of uterus, not otherwise specified",Repair ob lac uterus NOS,
75.51,Repair of current obstetric laceration of cervix,Repair ob lacerat cervix,
75.52,Repair of current obstetric laceration of corpus uteri,Repair ob lac corp uteri,
75.61,Repair of current obstetric laceration of bladder and urethra,Repair ob lac blad/ureth,
75.62,Repair of current obstetric laceration of rectum and sphincter ani,Repair ob lac rect/anus,
75.69,Repair of other current obstetric laceration,Repair ob laceration NEC,
75.7,"Manual exploration of uterine cavity, postpartum",Manual explor uterus p/p,
75.8,Obstetric tamponade of uterus or vagina,Ob tamponade uterus/vag,
75.91,Evacuation of obstetrical incisional hematoma of perineum,Evac ob inc hemat perin,
75.92,Evacuation of other hematoma of vulva or vagina,Evac ob hemat vulva/vag,
75.93,Surgical correction of inverted uterus,Surg corr invert uterus,
75.94,Immediate postpartum manual replacement of inverted uterus,Man replac invert uterus,
75.99,Other obstetric operations,Obstetric operation NEC,
76.01,Sequestrectomy of facial bone,Facial bone sequestrect,
76.09,Other incision of facial bone,Facial bone incision NEC,
76.11,Biopsy of facial bone,Facial bone biopsy,
76.19,Other diagnostic procedures on facial bones and joints,Facial bone dx proc NEC,
76.2,Local excision or destruction of lesion of facial bone,Destruct facial bone les,
76.31,Partial mandibulectomy,Partial mandibulectomy,
76.39,Partial ostectomy of other facial bone,Part facial ostectom NEC,
76.41,Total mandibulectomy with synchronous reconstruction,Tot mandibulec w reconst,
76.42,Other total mandibulectomy,Total mandibulectomy NEC,
76.43,Other reconstruction of mandible,Mandibular reconst NEC,
76.44,Total ostectomy of other facial bone with synchronous reconstruction,Tot face ostect w recons,
76.45,Other total ostectomy of other facial bone,Tot face bone ostect NEC,
76.46,Other reconstruction of other facial bone,Facial bone reconstr NEC,
76.5,Temporomandibular arthroplasty,Temporomand arthroplasty,
76.61,Closed osteoplasty [osteotomy] of mandibular ramus,Cl osteoplasty mand rami,
76.62,Open osteoplasty [osteotomy] of mandibular ramus,Open osteoplas mand rami,
76.63,Osteoplasty [osteotomy] of body of mandible,Osteoplasty mandible bdy,
76.64,Other orthognathic surgery on mandible,Mand orthognathic op NEC,
76.65,Segmental osteoplasty [osteotomy] of maxilla,Seg osteoplasty maxilla,
76.66,Total osteoplasty [osteotomy] of maxilla,Tot osteoplasty maxilla,
76.67,Reduction genioplasty,Reduction genioplasty,
76.68,Augmentation genioplasty,Augmentation genioplasty,
76.69,Other facial bone repair,Facial bone repair NEC,
76.70,"Reduction of facial fracture, not otherwise specified",Reduction facial fx NOS,
76.71,Closed reduction of malar and zygomatic fracture,Cl reduct malar/zygo fx,
76.72,Open reduction of malar and zygomatic fracture,Opn reduct malar/zygo fx,
76.73,Closed reduction of maxillary fracture,Cl reduct maxillary fx,
76.74,Open reduction of maxillary fracture,Open reduct maxillary fx,
76.75,Closed reduction of mandibular fracture,Cl reduct mandible fx,
76.76,Open reduction of mandibular fracture,Open reduct mandible fx,
76.77,Open reduction of alveolar fracture,Open reduct alveolar fx,
76.78,Other closed reduction of facial fracture,Cl reduct facial fx NEC,
76.79,Other open reduction of facial fracture,Open reduct face fx NEC,
76.91,Bone graft to facial bone,Bone graft to face bone,
76.92,Insertion of synthetic implant in facial bone,Syn implant to face bone,
76.93,Closed reduction of temporomandibular dislocation,Clos reduct tm dislocat,
76.94,Open reduction of temporomandibular dislocation,Open reduct tm dislocat,
76.95,Other manipulation of temporomandibular joint,Tm manipulation NEC,
76.96,Injection of therapeutic substance into temporomandibular joint,Injec therap sbst tm jnt,
76.97,Removal of internal fixation device from facial bone,Remove int fix face bone,
76.99,Other operations on facial bones and joints,Facial bone/jnt op NEC,
77.00,"Sequestrectomy, unspecified site",Sequestrectomy NOS,
77.01,"Sequestrectomy, scapula, clavicle, and thorax [ribs and sternum]",Chest cage sequestrec,
77.02,"Sequestrectomy, humerus",Humerus sequestrectomy,
77.03,"Sequestrectomy, radius and ulna",Radius & ulna sequestrec,
77.04,"Sequestrectomy, carpals and metacarpals",Metacarp/carp sequestrec,
77.05,"Sequestrectomy, femur",Femoral sequestrectomy,
77.06,"Sequestrectomy, patella",Patellar sequestrectomy,
77.07,"Sequestrectomy, tibia and fibula",Tibia/fibula sequestrec,
77.08,"Sequestrectomy, tarsals and metatarsals",Metatar/tar sequestrec,
77.09,"Sequestrectomy, other bones",Sequestrectomy NEC,
77.10,"Other incision of bone without division, unspecified site",Other bone incision NOS,
77.11,"Other incision of bone without division, scapula, clavicle, and thorax [ribs and sternum]",Other chest cage incis,
77.12,"Other incision of bone without division, humerus",Other humerus incision,
77.13,"Other incision of bone without division, radius and ulna",Other radius/ulna incis,
77.14,"Other incision of bone without division, carpals and metacarpals",Oth metacarp/carp incis,
77.15,"Other incision of bone without division, femur",Other femoral incision,
77.16,"Other incision of bone without division, patella",Other patellar incision,
77.17,"Other incision of bone without division, tibia and fibula",Other tibia/fibula incis,
77.18,"Other incision of bone without division, tarsals and metatarsals",Oth metatars/tars incis,
77.19,"Other incision of bone without division, other bones",Bone incis w/o div NEC,
77.20,"Wedge osteotomy, unspecified site",Wedge osteotomy NOS,
77.21,"Wedge osteotomy, scapula, clavicle, and thorax [ribs and sternum]",Chest cage wedg osteotom,
77.22,"Wedge osteotomy, humerus",Humerus wedge osteotomy,
77.23,"Wedge osteotomy, radius and ulna",Radius/ulna wedg osteoto,
77.24,"Wedge osteotomy, carpals and metacarpals",Metacar/car wedg osteoto,
77.25,"Wedge osteotomy, femur",Femoral wedge osteotomy,
77.26,"Wedge osteotomy, patella",Patellar wedge osteotomy,
77.27,"Wedge osteotomy, tibia and fibula",Tibia/fibul wedg osteot,
77.28,"Wedge osteotomy, tarsals and metatarsals",Metatar/tar wedg osteot,
77.29,"Wedge osteotomy, other bones",Wedge osteotomy NEC,
77.30,"Other division of bone, unspecified site",Other bone division NOS,
77.31,"Other division of bone, scapula, clavicle, and thorax [ribs and sternum]",Chest cage bone div NEC,
77.32,"Other division of bone, humerus",Humerus division NEC,
77.33,"Other division of bone, radius and ulna",Radius/ulna division NEC,
77.34,"Other division of bone, carpals and metacarpals",Metacar/car division NEC,
77.35,"Other division of bone, femur",Femoral division NEC,
77.36,"Other division of bone, patella",Patellar division NEC,
77.37,"Other division of bone, tibia and fibula",Tibia/fibula div NEC,
77.38,"Other division of bone, tarsals and metatarsals",Metatar/tar division NEC,
77.39,"Other division of bone, other bones",Bone division NEC,
77.40,"Biopsy of bone, unspecified site",Bone biopsy NOS,
77.41,"Biopsy of bone, scapula, clavicle, and thorax [ribs and sternum]",Chest cage bone biopsy,
77.42,"Biopsy of bone, humerus",Humerus biopsy,
77.43,"Biopsy of bone, radius and ulna",Radius & ulna biopsy,
77.44,"Biopsy of bone, carpals and metacarpals",Metacarpal/carpal biopsy,
77.45,"Biopsy of bone, femur",Femoral biopsy,
77.46,"Biopsy of bone, patella",Patellar biopsy,
77.47,"Biopsy of bone, tibia and fibula",Tibia & fibula biopsy,
77.48,"Biopsy of bone, tarsals and metatarsals",Metatarsal/tarsal biopsy,
77.49,"Biopsy of bone, other bones",Bone biopsy NEC,
77.51,Bunionectomy with soft tissue correction and osteotomy of the first metatarsal,Bunionect/sft/osteotomy,
77.52,Bunionectomy with soft tissue correction and arthrodesis,Bunionect/sft/arthrodes,
77.53,Other bunionectomy with soft tissue correction,Oth bunionect w sft corr,
77.54,Excision or correction of bunionette,Exc correct bunionette,
77.56,Repair of hammer toe,Repair of hammer toe,
77.57,Repair of claw toe,Repair of claw toe,
77.58,"Other excision, fusion and repair of toes","Oth exc, fus, repair toe",
77.59,Other bunionectomy,Bunionectomy NEC,
77.60,"Local excision of lesion or tissue of bone, unspecified site",Loc exc bone lesion NOS,
77.61,"Local excision of lesion or tissue of bone, scapula, clavicle, and thorax [ribs and sternum]",Exc chest cage bone les,
77.62,"Local excision of lesion or tissue of bone, humerus",Loc exc bone les humerus,
77.63,"Local excision of lesion or tissue of bone, radius and ulna",Loc exc les radius/ulna,
77.64,"Local excision of lesion or tissue of bone, carpals and metacarpals",Loc exc les metacar/car,
77.65,"Local excision of lesion or tissue of bone, femur",Loc exc bone les femur,
77.66,"Local excision of lesion or tissue of bone, patella",Loc exc bone les patella,
77.67,"Local excision of lesion or tissue of bone, tibia and fibula",Loc exc les tibia/fibula,
77.68,"Local excision of lesion or tissue of bone, tarsals and metatarsals",Loc exc les metatar/tar,
77.69,"Local excision of lesion or tissue of bone, other bones",Loc exc bone lesion NEC,
77.70,"Excision of bone for graft, unspecified site",Excise bone for grft NOS,
77.71,"Excision of bone for graft, scapula, clavicle, and thorax [ribs and sternum]",Ex chest cage bone-gft,
77.72,"Excision of bone for graft, humerus",Excise humerus for graft,
77.73,"Excision of bone for graft, radius and ulna",Excis radius/ulna-graft,
77.74,"Excision of bone for graft, carpals and metacarpals",Excis metacar/car-graft,
77.75,"Excision of bone for graft, femur",Excise femur for graft,
77.76,"Excision of bone for graft, patella",Excise patella for graft,
77.77,"Excision of bone for graft, tibia and fibula",Excise tib/fib for graft,
77.78,"Excision of bone for graft, tarsals and metatarsals",Excis metatar/tar-graft,
77.79,"Excision of bone for graft, other bones",Excise bone for gft NEC,
77.80,"Other partial ostectomy, unspecified site",Oth part ostectomy NOS,
77.81,"Other partial ostectomy, scapula, clavicle, and thorax [ribs and sternum]",Oth chest cage ostectomy,
77.82,"Other partial ostectomy, humerus",Partial humerectomy NEC,
77.83,"Other partial ostectomy, radius and ulna",Part ostect-radius/ulna,
77.84,"Other partial ostectomy, carpals and metacarpals",Part ostect-metacar/car,
77.85,"Other partial ostectomy, femur",Part ostectomy-femur,
77.86,"Other partial ostectomy, patella",Partial patellectomy,
77.87,"Other partial ostectomy, tibia and fibula",Part ostect-tibia/fibula,
77.88,"Other partial ostectomy, tarsals and metatarsals",Part ostect-metatar/tar,
77.89,"Other partial ostectomy, other bones",Partial ostectomy NEC,
77.90,"Total ostectomy, unspecified site",Total ostectomy NOS,
77.91,"Total ostectomy, scapula, clavicle, and thorax [ribs and sternum]",Tot chest cage ostectomy,
77.92,"Total ostectomy, humerus",Total ostectomy-humerus,
77.93,"Total ostectomy, radius and ulna",Tot ostect-radius/ulna,
77.94,"Total ostectomy, carpals and metacarpals",Tot ostect-metacarp/carp,
77.95,"Total ostectomy, femur",Tot ostectomy-femur,
77.96,"Total ostectomy, patella",Total patellectomy,
77.97,"Total ostectomy, tibia and fibula",Tot ostect-tibia/fibula,
77.98,"Total ostectomy, tarsals and metatarsals",Tot ostect-metatars/tars,
77.99,"Total ostectomy, other bones",Total ostectomy NEC,
78.00,"Bone graft, unspecified site",Bone graft NOS,
78.01,"Bone graft, scapula, clavicle, and thorax [ribs and sternum]",Bone graft to chest cage,
78.02,"Bone graft, humerus",Bone graft to humerus,
78.03,"Bone graft, radius and ulna",Bone graft-radius/ulna,
78.04,"Bone graft, carpals and metacarpals",Bone grft to metacar/car,
78.05,"Bone graft, femur",Bone graft to femur,
78.06,"Bone graft, patella",Bone graft to patella,
78.07,"Bone graft, tibia and fibula",Bone graft-tibia/fibula,
78.08,"Bone graft, tarsals and metatarsals",Bone graft-metatar/tar,
78.09,"Bone graft, other bones",Bone graft NEC,
78.10,"Application of external fixator device, unspecified site",Applic ext fix dev NOS,
78.11,"Application of external fixator device, scapula, clavicle, and thorax [ribs and sternum]",Appl ext fix-chest cage,
78.12,"Application of external fixator device, humerus",Applic ext fix-humerus,
78.13,"Application of external fixator device, radius and ulna",Appl ext fix-radius/ulna,
78.14,"Application of external fixator device, carpals and metacarpals",Appl ext fix-metacar/car,
78.15,"Application of external fixator device, femur",Applic ext fix dev-femur,
78.16,"Application of external fixator device, patella",Appl ext fix dev-patella,
78.17,"Application of external fixator device, tibia and fibula",Appl ext fix-tib/fibula,
78.18,"Application of external fixator device, tarsals and metatarsals",Appl ext fix-metatar/tar,
